num_patch_id,num_page_id,number,xywh,page_url,page_id,book
1350,270,NaN,"347,1119,227,187",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/236.jpg,1823_dailly_textus_1508_p237.jpg,1823_dailly_textus_1508
1351,270,NaN,"379,1146,209,121",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/236.jpg,1823_dailly_textus_1508_p237.jpg,1823_dailly_textus_1508
1352,270,NaN,"350,916,175,57",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/236.jpg,1823_dailly_textus_1508_p237.jpg,1823_dailly_textus_1508
1353,270,NaN,"508,704,118,73",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/236.jpg,1823_dailly_textus_1508_p237.jpg,1823_dailly_textus_1508
1354,270,NaN,"271,352,223,46",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/236.jpg,1823_dailly_textus_1508_p237.jpg,1823_dailly_textus_1508
1355,271,NaN,"675,1056,162,208",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/88.jpg,1823_dailly_textus_1508_p89.jpg,1823_dailly_textus_1508
1356,271,NaN,"361,821,134,133",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/88.jpg,1823_dailly_textus_1508_p89.jpg,1823_dailly_textus_1508
1357,271,NaN,"686,822,157,186",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/88.jpg,1823_dailly_textus_1508_p89.jpg,1823_dailly_textus_1508
1358,271,NaN,"691,854,213,108",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/88.jpg,1823_dailly_textus_1508_p89.jpg,1823_dailly_textus_1508
1359,271,NaN,"302,752,139,180",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/88.jpg,1823_dailly_textus_1508_p89.jpg,1823_dailly_textus_1508
1360,272,NaN,"648,838,221,73",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/154.jpg,1823_dailly_textus_1508_p155.jpg,1823_dailly_textus_1508
1361,272,NaN,"310,504,224,176",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/154.jpg,1823_dailly_textus_1508_p155.jpg,1823_dailly_textus_1508
1362,272,NaN,"612,847,215,174",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/154.jpg,1823_dailly_textus_1508_p155.jpg,1823_dailly_textus_1508
1363,272,NaN,"757,601,124,46",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/154.jpg,1823_dailly_textus_1508_p155.jpg,1823_dailly_textus_1508
1364,272,NaN,"662,429,152,120",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/154.jpg,1823_dailly_textus_1508_p155.jpg,1823_dailly_textus_1508
1365,273,NaN,"260,891,200,142",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/202.jpg,1823_dailly_textus_1508_p203.jpg,1823_dailly_textus_1508
1366,273,NaN,"571,714,131,58",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/202.jpg,1823_dailly_textus_1508_p203.jpg,1823_dailly_textus_1508
1367,273,NaN,"626,495,188,38",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/202.jpg,1823_dailly_textus_1508_p203.jpg,1823_dailly_textus_1508
1368,273,NaN,"658,636,203,66",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/202.jpg,1823_dailly_textus_1508_p203.jpg,1823_dailly_textus_1508
1369,273,NaN,"418,663,186,135",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/202.jpg,1823_dailly_textus_1508_p203.jpg,1823_dailly_textus_1508
1370,274,NaN,"269,369,142,145",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/218.jpg,1823_dailly_textus_1508_p219.jpg,1823_dailly_textus_1508
1371,274,NaN,"760,802,191,134",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/218.jpg,1823_dailly_textus_1508_p219.jpg,1823_dailly_textus_1508
1372,274,NaN,"476,1085,123,59",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/218.jpg,1823_dailly_textus_1508_p219.jpg,1823_dailly_textus_1508
1373,274,NaN,"686,704,132,210",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/218.jpg,1823_dailly_textus_1508_p219.jpg,1823_dailly_textus_1508
1374,274,NaN,"287,1098,138,193",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/218.jpg,1823_dailly_textus_1508_p219.jpg,1823_dailly_textus_1508
1375,275,NaN,"444,877,229,149",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/110.jpg,1823_dailly_textus_1508_p111.jpg,1823_dailly_textus_1508
1376,275,NaN,"468,396,118,76",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/110.jpg,1823_dailly_textus_1508_p111.jpg,1823_dailly_textus_1508
1377,275,NaN,"720,596,169,193",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/110.jpg,1823_dailly_textus_1508_p111.jpg,1823_dailly_textus_1508
1378,275,NaN,"784,1164,126,136",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/110.jpg,1823_dailly_textus_1508_p111.jpg,1823_dailly_textus_1508
1379,275,NaN,"364,585,212,176",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/110.jpg,1823_dailly_textus_1508_p111.jpg,1823_dailly_textus_1508
1380,276,NaN,"515,553,174,142",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/254.jpg,1823_dailly_textus_1508_p255.jpg,1823_dailly_textus_1508
1381,276,NaN,"425,917,141,182",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/254.jpg,1823_dailly_textus_1508_p255.jpg,1823_dailly_textus_1508
1382,276,NaN,"784,1222,208,102",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/254.jpg,1823_dailly_textus_1508_p255.jpg,1823_dailly_textus_1508
1383,276,NaN,"490,1089,135,58",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/254.jpg,1823_dailly_textus_1508_p255.jpg,1823_dailly_textus_1508
1384,276,NaN,"389,648,186,86",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/254.jpg,1823_dailly_textus_1508_p255.jpg,1823_dailly_textus_1508
1385,277,NaN,"439,970,196,207",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/248.jpg,1823_dailly_textus_1508_p249.jpg,1823_dailly_textus_1508
1386,277,NaN,"399,1174,129,56",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/248.jpg,1823_dailly_textus_1508_p249.jpg,1823_dailly_textus_1508
1387,277,NaN,"709,868,195,167",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/248.jpg,1823_dailly_textus_1508_p249.jpg,1823_dailly_textus_1508
1388,277,NaN,"302,687,211,164",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/248.jpg,1823_dailly_textus_1508_p249.jpg,1823_dailly_textus_1508
1389,277,NaN,"503,429,195,192",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/248.jpg,1823_dailly_textus_1508_p249.jpg,1823_dailly_textus_1508
1390,278,NaN,"336,1020,144,192",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/235.jpg,1823_dailly_textus_1508_p236.jpg,1823_dailly_textus_1508
1391,278,NaN,"259,851,219,148",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/235.jpg,1823_dailly_textus_1508_p236.jpg,1823_dailly_textus_1508
1392,278,NaN,"318,613,234,207",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/235.jpg,1823_dailly_textus_1508_p236.jpg,1823_dailly_textus_1508
1393,278,NaN,"720,746,218,115",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/235.jpg,1823_dailly_textus_1508_p236.jpg,1823_dailly_textus_1508
1394,278,NaN,"622,888,153,79",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/235.jpg,1823_dailly_textus_1508_p236.jpg,1823_dailly_textus_1508
1395,279,NaN,"439,831,166,190",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/100.jpg,1823_dailly_textus_1508_p101.jpg,1823_dailly_textus_1508
1396,279,NaN,"756,703,170,154",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/100.jpg,1823_dailly_textus_1508_p101.jpg,1823_dailly_textus_1508
1397,279,NaN,"620,1054,145,41",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/100.jpg,1823_dailly_textus_1508_p101.jpg,1823_dailly_textus_1508
1398,279,NaN,"304,774,199,175",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/100.jpg,1823_dailly_textus_1508_p101.jpg,1823_dailly_textus_1508
1399,279,NaN,"500,1055,150,161",/home/space/sphaera/sphaera_012020_all/pages/1823_dailly_textus_1508/processed/100.jpg,1823_dailly_textus_1508_p101.jpg,1823_dailly_textus_1508
1400,280,NaN,"943,820,250,114",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/65.jpg,1640_sacrobosco_introductorium_1503_p66.jpg,1640_sacrobosco_introductorium_1503
1401,280,NaN,"575,463,278,120",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/65.jpg,1640_sacrobosco_introductorium_1503_p66.jpg,1640_sacrobosco_introductorium_1503
1402,280,NaN,"573,1351,200,209",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/65.jpg,1640_sacrobosco_introductorium_1503_p66.jpg,1640_sacrobosco_introductorium_1503
1403,280,NaN,"559,576,214,63",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/65.jpg,1640_sacrobosco_introductorium_1503_p66.jpg,1640_sacrobosco_introductorium_1503
1404,280,NaN,"369,1230,227,231",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/65.jpg,1640_sacrobosco_introductorium_1503_p66.jpg,1640_sacrobosco_introductorium_1503
1405,281,NaN,"743,917,307,241",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/66.jpg,1640_sacrobosco_introductorium_1503_p67.jpg,1640_sacrobosco_introductorium_1503
1406,281,NaN,"1044,1367,198,244",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/66.jpg,1640_sacrobosco_introductorium_1503_p67.jpg,1640_sacrobosco_introductorium_1503
1407,281,NaN,"1091,1177,308,243",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/66.jpg,1640_sacrobosco_introductorium_1503_p67.jpg,1640_sacrobosco_introductorium_1503
1408,281,NaN,"963,1255,204,249",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/66.jpg,1640_sacrobosco_introductorium_1503_p67.jpg,1640_sacrobosco_introductorium_1503
1409,281,NaN,"570,1121,298,46",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/66.jpg,1640_sacrobosco_introductorium_1503_p67.jpg,1640_sacrobosco_introductorium_1503
1410,282,NaN,"398,1273,227,219",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/67.jpg,1640_sacrobosco_introductorium_1503_p68.jpg,1640_sacrobosco_introductorium_1503
1411,282,NaN,"835,1127,293,55",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/67.jpg,1640_sacrobosco_introductorium_1503_p68.jpg,1640_sacrobosco_introductorium_1503
1412,282,NaN,"504,828,162,64",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/67.jpg,1640_sacrobosco_introductorium_1503_p68.jpg,1640_sacrobosco_introductorium_1503
1413,282,NaN,"392,1431,289,95",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/67.jpg,1640_sacrobosco_introductorium_1503_p68.jpg,1640_sacrobosco_introductorium_1503
1414,282,NaN,"849,1163,244,140",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/67.jpg,1640_sacrobosco_introductorium_1503_p68.jpg,1640_sacrobosco_introductorium_1503
1415,283,NaN,"405,436,229,180",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/53.jpg,1640_sacrobosco_introductorium_1503_p54.jpg,1640_sacrobosco_introductorium_1503
1416,283,NaN,"642,479,284,171",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/53.jpg,1640_sacrobosco_introductorium_1503_p54.jpg,1640_sacrobosco_introductorium_1503
1417,283,NaN,"665,857,234,167",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/53.jpg,1640_sacrobosco_introductorium_1503_p54.jpg,1640_sacrobosco_introductorium_1503
1418,283,NaN,"423,962,216,111",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/53.jpg,1640_sacrobosco_introductorium_1503_p54.jpg,1640_sacrobosco_introductorium_1503
1419,283,NaN,"626,1283,164,241",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/53.jpg,1640_sacrobosco_introductorium_1503_p54.jpg,1640_sacrobosco_introductorium_1503
1420,284,NaN,"915,469,281,247",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/87.jpg,1640_sacrobosco_introductorium_1503_p88.jpg,1640_sacrobosco_introductorium_1503
1421,284,NaN,"865,1280,220,167",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/87.jpg,1640_sacrobosco_introductorium_1503_p88.jpg,1640_sacrobosco_introductorium_1503
1422,284,NaN,"631,917,223,122",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/87.jpg,1640_sacrobosco_introductorium_1503_p88.jpg,1640_sacrobosco_introductorium_1503
1423,284,NaN,"634,1056,230,70",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/87.jpg,1640_sacrobosco_introductorium_1503_p88.jpg,1640_sacrobosco_introductorium_1503
1424,284,NaN,"767,1424,293,125",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/87.jpg,1640_sacrobosco_introductorium_1503_p88.jpg,1640_sacrobosco_introductorium_1503
1425,285,NaN,"927,742,159,193",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/69.jpg,1640_sacrobosco_introductorium_1503_p70.jpg,1640_sacrobosco_introductorium_1503
1426,285,NaN,"1084,526,158,119",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/69.jpg,1640_sacrobosco_introductorium_1503_p70.jpg,1640_sacrobosco_introductorium_1503
1427,285,NaN,"616,692,252,96",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/69.jpg,1640_sacrobosco_introductorium_1503_p70.jpg,1640_sacrobosco_introductorium_1503
1428,285,NaN,"769,839,271,82",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/69.jpg,1640_sacrobosco_introductorium_1503_p70.jpg,1640_sacrobosco_introductorium_1503
1429,285,NaN,"733,1224,177,189",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/69.jpg,1640_sacrobosco_introductorium_1503_p70.jpg,1640_sacrobosco_introductorium_1503
1430,286,NaN,"437,739,295,217",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/91.jpg,1640_sacrobosco_introductorium_1503_p92.jpg,1640_sacrobosco_introductorium_1503
1431,286,NaN,"368,831,173,67",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/91.jpg,1640_sacrobosco_introductorium_1503_p92.jpg,1640_sacrobosco_introductorium_1503
1432,286,NaN,"1056,1440,309,247",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/91.jpg,1640_sacrobosco_introductorium_1503_p92.jpg,1640_sacrobosco_introductorium_1503
1433,286,NaN,"1070,608,252,79",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/91.jpg,1640_sacrobosco_introductorium_1503_p92.jpg,1640_sacrobosco_introductorium_1503
1434,286,NaN,"329,1018,306,247",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/91.jpg,1640_sacrobosco_introductorium_1503_p92.jpg,1640_sacrobosco_introductorium_1503
1435,287,NaN,"547,1129,298,216",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/27.jpg,1640_sacrobosco_introductorium_1503_p28.jpg,1640_sacrobosco_introductorium_1503
1436,287,NaN,"782,1217,166,103",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/27.jpg,1640_sacrobosco_introductorium_1503_p28.jpg,1640_sacrobosco_introductorium_1503
1437,287,NaN,"999,1058,193,60",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/27.jpg,1640_sacrobosco_introductorium_1503_p28.jpg,1640_sacrobosco_introductorium_1503
1438,287,NaN,"482,1017,267,77",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/27.jpg,1640_sacrobosco_introductorium_1503_p28.jpg,1640_sacrobosco_introductorium_1503
1439,287,NaN,"322,493,194,73",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/27.jpg,1640_sacrobosco_introductorium_1503_p28.jpg,1640_sacrobosco_introductorium_1503
1440,288,NaN,"328,732,276,191",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/39.jpg,1640_sacrobosco_introductorium_1503_p40.jpg,1640_sacrobosco_introductorium_1503
1441,288,NaN,"758,977,252,108",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/39.jpg,1640_sacrobosco_introductorium_1503_p40.jpg,1640_sacrobosco_introductorium_1503
1442,288,NaN,"1015,491,157,248",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/39.jpg,1640_sacrobosco_introductorium_1503_p40.jpg,1640_sacrobosco_introductorium_1503
1443,288,NaN,"760,423,243,194",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/39.jpg,1640_sacrobosco_introductorium_1503_p40.jpg,1640_sacrobosco_introductorium_1503
1444,288,NaN,"782,1292,220,173",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/39.jpg,1640_sacrobosco_introductorium_1503_p40.jpg,1640_sacrobosco_introductorium_1503
1445,289,NaN,"457,1392,217,109",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/29.jpg,1640_sacrobosco_introductorium_1503_p30.jpg,1640_sacrobosco_introductorium_1503
1446,289,NaN,"996,858,258,118",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/29.jpg,1640_sacrobosco_introductorium_1503_p30.jpg,1640_sacrobosco_introductorium_1503
1447,289,NaN,"1092,594,197,88",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/29.jpg,1640_sacrobosco_introductorium_1503_p30.jpg,1640_sacrobosco_introductorium_1503
1448,289,NaN,"724,1144,195,128",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/29.jpg,1640_sacrobosco_introductorium_1503_p30.jpg,1640_sacrobosco_introductorium_1503
1449,289,NaN,"976,1165,216,86",/home/space/sphaera/sphaera_012020_all/pages/1640_sacrobosco_introductorium_1503/processed/29.jpg,1640_sacrobosco_introductorium_1503_p30.jpg,1640_sacrobosco_introductorium_1503
1450,290,NaN,"981,845,225,51",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/16.jpg,1642_sacrobosco_opus_1508_p17.jpg,1642_sacrobosco_opus_1508
1451,290,NaN,"1227,710,258,139",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/16.jpg,1642_sacrobosco_opus_1508_p17.jpg,1642_sacrobosco_opus_1508
1452,290,NaN,"418,282,191,95",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/16.jpg,1642_sacrobosco_opus_1508_p17.jpg,1642_sacrobosco_opus_1508
1453,290,NaN,"984,504,191,50",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/16.jpg,1642_sacrobosco_opus_1508_p17.jpg,1642_sacrobosco_opus_1508
1454,290,NaN,"1039,417,254,58",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/16.jpg,1642_sacrobosco_opus_1508_p17.jpg,1642_sacrobosco_opus_1508
1455,291,NaN,"725,712,289,38",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/17.jpg,1642_sacrobosco_opus_1508_p18.jpg,1642_sacrobosco_opus_1508
1456,291,NaN,"481,373,342,33",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/17.jpg,1642_sacrobosco_opus_1508_p18.jpg,1642_sacrobosco_opus_1508
1457,291,NaN,"832,720,277,75",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/17.jpg,1642_sacrobosco_opus_1508_p18.jpg,1642_sacrobosco_opus_1508
1458,291,NaN,"1160,443,274,73",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/17.jpg,1642_sacrobosco_opus_1508_p18.jpg,1642_sacrobosco_opus_1508
1459,291,NaN,"1193,806,238,68",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/17.jpg,1642_sacrobosco_opus_1508_p18.jpg,1642_sacrobosco_opus_1508
1460,292,NaN,"553,407,181,96",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/23.jpg,1642_sacrobosco_opus_1508_p24.jpg,1642_sacrobosco_opus_1508
1461,292,NaN,"470,458,310,75",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/23.jpg,1642_sacrobosco_opus_1508_p24.jpg,1642_sacrobosco_opus_1508
1462,292,NaN,"1071,784,219,36",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/23.jpg,1642_sacrobosco_opus_1508_p24.jpg,1642_sacrobosco_opus_1508
1463,292,NaN,"1115,660,195,121",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/23.jpg,1642_sacrobosco_opus_1508_p24.jpg,1642_sacrobosco_opus_1508
1464,292,NaN,"711,557,205,91",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/23.jpg,1642_sacrobosco_opus_1508_p24.jpg,1642_sacrobosco_opus_1508
1465,293,NaN,"854,294,255,93",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/22.jpg,1642_sacrobosco_opus_1508_p23.jpg,1642_sacrobosco_opus_1508
1466,293,NaN,"1149,488,277,120",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/22.jpg,1642_sacrobosco_opus_1508_p23.jpg,1642_sacrobosco_opus_1508
1467,293,NaN,"1146,764,246,120",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/22.jpg,1642_sacrobosco_opus_1508_p23.jpg,1642_sacrobosco_opus_1508
1468,293,NaN,"979,427,244,75",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/22.jpg,1642_sacrobosco_opus_1508_p23.jpg,1642_sacrobosco_opus_1508
1469,293,NaN,"1127,421,341,106",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/22.jpg,1642_sacrobosco_opus_1508_p23.jpg,1642_sacrobosco_opus_1508
1470,294,NaN,"899,301,306,119",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/12.jpg,1642_sacrobosco_opus_1508_p13.jpg,1642_sacrobosco_opus_1508
1471,294,NaN,"530,548,328,25",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/12.jpg,1642_sacrobosco_opus_1508_p13.jpg,1642_sacrobosco_opus_1508
1472,294,NaN,"1221,596,253,69",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/12.jpg,1642_sacrobosco_opus_1508_p13.jpg,1642_sacrobosco_opus_1508
1473,294,NaN,"523,284,342,95",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/12.jpg,1642_sacrobosco_opus_1508_p13.jpg,1642_sacrobosco_opus_1508
1474,294,NaN,"1223,488,302,132",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/12.jpg,1642_sacrobosco_opus_1508_p13.jpg,1642_sacrobosco_opus_1508
1475,295,NaN,"839,327,197,64",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/25.jpg,1642_sacrobosco_opus_1508_p26.jpg,1642_sacrobosco_opus_1508
1476,295,NaN,"401,295,316,121",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/25.jpg,1642_sacrobosco_opus_1508_p26.jpg,1642_sacrobosco_opus_1508
1477,295,NaN,"697,385,305,43",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/25.jpg,1642_sacrobosco_opus_1508_p26.jpg,1642_sacrobosco_opus_1508
1478,295,NaN,"1143,355,239,102",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/25.jpg,1642_sacrobosco_opus_1508_p26.jpg,1642_sacrobosco_opus_1508
1479,295,NaN,"401,749,301,80",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/25.jpg,1642_sacrobosco_opus_1508_p26.jpg,1642_sacrobosco_opus_1508
1480,296,NaN,"1211,281,311,116",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/13.jpg,1642_sacrobosco_opus_1508_p14.jpg,1642_sacrobosco_opus_1508
1481,296,NaN,"550,390,220,146",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/13.jpg,1642_sacrobosco_opus_1508_p14.jpg,1642_sacrobosco_opus_1508
1482,296,NaN,"802,634,229,110",/home/space/sphaera/sphaera_012020_all/pages/1642_sacrobosco_opus_1508/processed/13.jpg,1642_sacrobosco_opus_1508_p14.jpg,1642_sacrobosco_opus_1508
